net,length_um
u_cpu.IMEM._0111_,28.935
u_cpu.ALU.u_wallace._1045_,28.92
u_cpu.ALU.u_wallace._3223_,28.91
u_cpu.ALU._0605_,28.9
u_cpu.ALU.u_wallace._2424_,28.9
u_cpu.ALU.u_wallace._3594_,28.9
u_cpu.ALU.u_wallace._4002_,28.9
u_cpu.ALU.u_wallace._1405_,28.895
u_cpu.REG_FILE.rf\[3\]\[5\],28.88
u_cpu.ALU.u_wallace._0312_,28.86
u_cpu.ALU.u_wallace._0415_,28.86
u_cpu.ALU.u_wallace._2729_,28.86
u_cpu.REG_FILE.rf\[12\]\[21\],28.86
u_cpu.REG_FILE.rf\[31\]\[1\],28.86
u_cpu.ALU._0707_,28.84
u_cpu.ALU._1162_,28.82
u_cpu.ALU.u_wallace._1798_,28.82
u_cpu.ALU.u_wallace._2789_,28.82
u_cpu.ALU.u_wallace._1678_,28.78
u_cpu.ALU.u_wallace._1910_,28.76
u_cpu.ALU.u_wallace._3466_,28.76
u_cpu.IMEM.a\[24\],28.76
u_cpu.ALU.u_wallace._1794_,28.74
u_cpu.ALU.u_wallace._2634_,28.74
u_cpu.IMEM.a\[14\],28.73
u_cpu.IMEM._0085_,28.72
u_cpu.REG_FILE.rf\[14\]\[14\],28.72
u_cpu.ALU.u_wallace._1012_,28.68
u_cpu.ALU.u_wallace._1273_,28.68
u_cpu.ALU.u_wallace._1250_,28.66
u_cpu.ALU.u_wallace._3273_,28.66
u_cpu.REG_FILE.rf\[26\]\[1\],28.655
u_cpu.ALU.u_wallace._0885_,28.64
u_cpu.ALU.u_wallace._2346_,28.64
u_cpu.ALU.u_wallace._3760_,28.64
u_cpu.ALU.u_wallace._4881_,28.64
u_cpu.IMEM.a\[28\],28.64
u_cpu.IMEM._0348_,28.63
u_cpu.ALU.u_wallace._0256_,28.62
u_cpu.ALU.u_wallace._4903_,28.59
u_cpu.ALU._0149_,28.58
u_cpu.ALU.u_wallace._2027_,28.58
u_cpu.ALU.u_wallace._2258_,28.58
u_cpu.ALU.u_wallace._4906_,28.58
u_cpu.ALU.u_wallace._0706_,28.52
u_cpu.ALU._0856_,28.44
u_cpu.REG_FILE._01595_,28.44
u_cpu.REG_FILE.rf\[8\]\[5\],28.44
u_cpu.ALU.u_wallace._3903_,28.43
u_cpu.ALU.u_wallace._2746_,28.42
u_cpu.REG_FILE._03020_,28.4
u_cpu.ALU.u_wallace._3514_,28.38
u_cpu.IMEM._0337_,28.38
u_cpu.ALU._1315_,28.36
u_cpu.ALU.u_wallace._0624_,28.36
u_cpu.ALU.u_wallace._0943_,28.36
u_cpu.ALU.u_wallace._3767_,28.36
u_cpu.ALU.u_wallace._4640_,28.36
u_cpu.REG_FILE.rf\[12\]\[19\],28.36
u_cpu.ALU.u_wallace._0391_,28.34
u_cpu.ALU.u_wallace._1168_,28.34
u_cpu.REG_FILE.rf\[11\]\[7\],28.34
u_cpu.counter\[10\],28.34
u_cpu.ALU._0429_,28.32
u_cpu.ALU.u_wallace._4674_,28.32
u_cpu.REG_FILE.rf\[27\]\[23\],28.3
u_cpu.ALU.u_wallace._1741_,28.28
u_cpu.ALU.u_wallace._0006_,28.26
u_cpu.REG_FILE.rf\[2\]\[3\],28.26
u_cpu.ALU.u_wallace._1087_,28.24
u_cpu.ALU.u_wallace._3024_,28.225
u_cpu.ALU.u_wallace._4323_,28.225
u_cpu.REG_FILE.rf\[1\]\[18\],28.22
u_cpu._0395_,28.22
u_cpu.REG_FILE.rf\[1\]\[9\],28.2
u_cpu.ALU._0432_,28.18
u_cpu.ALU.u_wallace._4590_,28.18
u_cpu.ALU.u_wallace._3109_,28.17
u_cpu.ALU._0396_,28.16
u_cpu.REG_FILE._03775_,28.16
u_cpu.REG_FILE.rf\[9\]\[29\],28.16
u_cpu.ALU.u_wallace._4636_,28.12
u_cpu.IMEM._0291_,28.12
u_cpu.ALU.u_wallace._2835_,28.1
u_cpu.ALU.u_wallace._2910_,28.1
u_cpu.ALU.u_wallace._2909_,28.08
u_cpu.IMEM._0548_,28.06
u_cpu.ALU.u_wallace._4740_,28.04
u_cpu.REG_FILE._03849_,28.04
u_cpu.ALU._0133_,28.02
u_cpu.ALU._1044_,28.02
u_cpu.ALU.u_wallace._1327_,28.02
u_cpu.ALU.u_wallace._2183_,28.02
u_cpu.ALU.u_wallace._1482_,28
u_cpu.ALU.u_wallace._2087_,28
u_cpu.ALU.u_wallace._4741_,28
u_cpu.REG_FILE._02776_,28
u_cpu.ALU.u_wallace._3147_,27.99
u_cpu.ALU.u_wallace._4538_,27.98
u_cpu.ALU._0404_,27.96
u_cpu.ALU.u_wallace._1784_,27.92
u_cpu.ALU.u_wallace._2718_,27.92
u_cpu.ALU.u_wallace._4096_,27.92
u_cpu.ALU._0672_,27.9
u_cpu.ALU.u_wallace._2113_,27.9
u_cpu.ALU._0916_,27.88
u_cpu.ALU.u_wallace._2150_,27.88
u_cpu.IMEM._0334_,27.88
u_cpu.ALU.u_wallace._0589_,27.86
u_cpu.ALU.u_wallace._3926_,27.86
u_cpu.REG_FILE.rf\[17\]\[6\],27.86
u_cpu.ALU.u_wallace._3537_,27.845
u_cpu.ALU.u_wallace._4749_,27.84
u_cpu.REG_FILE.rf\[22\]\[29\],27.84
u_cpu.ALU.u_wallace._3363_,27.83
u_cpu.ALU.u_wallace._3115_,27.82
u_cpu.ALU._0153_,27.8
u_cpu.ALU._1142_,27.8
u_cpu.ALU.u_wallace._1008_,27.8
u_cpu.ALU.u_wallace._2652_,27.8
u_cpu.REG_FILE._01071_,27.8
u_cpu.ALU.u_wallace._3701_,27.79
u_cpu.ALU._0001_,27.78
u_cpu.ALU.u_wallace._0019_,27.78
u_cpu.ALU.u_wallace._1003_,27.78
u_cpu.ALU.u_wallace._2914_,27.78
u_cpu.ALU.u_wallace._3588_,27.78
u_cpu.ALU.u_wallace._4530_,27.77
u_cpu.ALU.u_wallace._4867_,27.76
u_cpu.REG_FILE.rf\[27\]\[28\],27.76
u_cpu.ALU._0114_,27.74
u_cpu.REG_FILE.rf\[6\]\[17\],27.735
u_cpu.ALU.u_wallace._0343_,27.72
u_cpu.ALU.u_wallace._1195_,27.72
u_cpu.ALU.u_wallace._2587_,27.72
u_cpu.ALU.u_wallace._2668_,27.72
u_cpu.IMEM._0876_,27.7
u_cpu.REG_FILE.rf\[2\]\[15\],27.7
u_cpu.REG_FILE.rf\[2\]\[19\],27.68
u_cpu._0286_,27.68
u_cpu.ALU._0644_,27.66
u_cpu.ALU._1336_,27.66
u_cpu.ALU.u_wallace._0395_,27.66
u_cpu.ALU.u_wallace._1666_,27.65
u_cpu.ALU.u_wallace._0337_,27.64
u_cpu.REG_FILE._02789_,27.64
u_cpu.REG_FILE.rf\[1\]\[4\],27.64
u_cpu.ALU.u_wallace._1634_,27.635
u_cpu.ALU.u_wallace._0484_,27.62
u_cpu.ALU.u_wallace._4065_,27.62
u_cpu.ALU.u_wallace._4697_,27.62
u_cpu.M_AXI_WDATA\[6\],27.62
u_cpu.ALU.u_wallace._1423_,27.6
u_cpu.IMEM._0828_,27.6
u_cpu.ALU.u_wallace._0976_,27.595
u_cpu.REG_FILE._01815_,27.58
u_cpu.REG_FILE._02308_,27.58
u_cpu.ALU._0343_,27.56
u_cpu.ALU.u_wallace._0443_,27.56
u_cpu.ALU.u_wallace._1257_,27.56
u_cpu.ALU.u_wallace._2275_,27.56
u_cpu.ALU.u_wallace._2969_,27.56
u_cpu.IMEM.rd\[23\],27.56
u_cpu.REG_FILE._02786_,27.56
u_cpu.REG_FILE.rf\[29\]\[24\],27.56
u_cpu.REG_FILE.rf\[6\]\[15\],27.56
u_cpu.ALU._1137_,27.55
u_cpu.REG_FILE.rf\[23\]\[19\],27.53
u_cpu.ALU.u_wallace._3778_,27.52
u_cpu.ALU._0676_,27.5
u_cpu.REG_FILE.rf\[28\]\[23\],27.48
u_cpu.ALU.u_wallace._4684_,27.46
u_cpu.M_AXI_AWADDR\[30\],27.46
u_cpu.ALU._1325_,27.44
u_cpu.IMEM._0249_,27.44
u_cpu.REG_FILE.rf\[28\]\[18\],27.44
u_cpu.ALU.u_wallace._3019_,27.42
u_cpu.ALU.u_wallace._3766_,27.42
u_cpu.REG_FILE._03667_,27.4
u_cpu.REG_FILE.rf\[7\]\[3\],27.4
u_cpu.ALU._0363_,27.38
u_cpu.ALU._0507_,27.38
u_cpu.ALU.u_wallace._0623_,27.38
u_cpu.REG_FILE.rf\[13\]\[1\],27.38
u_cpu.REG_FILE.rf\[22\]\[7\],27.38
u_cpu.REG_FILE.rf\[15\]\[0\],27.375
u_cpu.ALU.u_wallace._4376_,27.36
u_cpu.ALU._1254_,27.34
u_cpu.ALU.u_wallace._3857_,27.34
u_cpu.M_AXI_WDATA\[17\],27.34
u_cpu._0228_,27.34
u_cpu.ALU.u_wallace._3907_,27.32
u_cpu.IMEM._0783_,27.32
u_cpu.ALU.u_wallace._4004_,27.3
u_cpu.REG_FILE.rf\[17\]\[1\],27.3
u_cpu.ALU.u_wallace._1832_,27.28
u_cpu.ALU.u_wallace._3061_,27.28
u_cpu.REG_FILE._04366_,27.28
u_cpu.REG_FILE.rf\[1\]\[1\],27.28
u_cpu._0651_,27.26
u_cpu.ALU._0240_,27.24
u_cpu.ALU.u_wallace._3624_,27.24
u_cpu.REG_FILE._03464_,27.24
u_cpu.REG_FILE.rf\[31\]\[26\],27.24
u_cpu._0233_,27.24
u_cpu.ALU.u_wallace._0768_,27.22
u_cpu.IMEM._0279_,27.22
u_cpu.REG_FILE.rf\[18\]\[3\],27.205
u_cpu.ALU._0302_,27.2
u_cpu.ALU._0540_,27.2
u_cpu.REG_FILE._01703_,27.2
u_cpu.IMEM._0591_,27.185
u_cpu.ALU.u_wallace._2179_,27.18
u_cpu.ALU.u_wallace._2362_,27.18
u_cpu.ALU.u_wallace._3280_,27.18
u_cpu.ALU.u_wallace._0705_,27.16
u_cpu.ALU.u_wallace._2791_,27.16
u_cpu.REG_FILE.rf\[8\]\[8\],27.16
u_cpu.ALU.u_wallace._4670_,27.14
u_cpu.ALU.u_wallace._4771_,27.12
u_cpu.REG_FILE._01672_,27.12
u_cpu.ALU._1082_,27.1
u_cpu.ALU.u_wallace._0882_,27.1
u_cpu.ALU.u_wallace._1517_,27.1
u_cpu._0377_,27.1
u_cpu.REG_FILE.rf\[27\]\[22\],27.06
u_cpu.ALU.u_wallace._1767_,27.04
u_cpu.ALU.u_wallace._2451_,27.04
u_cpu.IMEM.a\[10\],27.04
u_cpu.ALU._0927_,27.02
u_cpu.ALU.u_wallace._2811_,27.02
u_cpu.ALU.u_wallace._4583_,27.02
u_cpu.ALU.u_wallace._0388_,27
u_cpu.ALU.u_wallace._0937_,27
u_cpu.ALU.u_wallace._1483_,27
u_cpu.REG_FILE._01354_,27
u_cpu.REG_FILE.rf\[24\]\[20\],27
u_cpu.ALU.u_wallace._0303_,26.98
u_cpu.ALU.u_wallace._0587_,26.98
u_cpu.ALU.u_wallace._3396_,26.98
u_cpu.ALU.u_wallace._4288_,26.98
u_cpu.M_AXI_WDATA\[13\],26.98
u_cpu.ALU.u_wallace._1992_,26.97
u_cpu.ALU.u_wallace._1503_,26.96
u_cpu.ALU.u_wallace._2004_,26.94
u_cpu.REG_FILE.rf\[2\]\[4\],26.94
u_cpu.ALU.u_wallace._3601_,26.92
u_cpu.REG_FILE.rf\[10\]\[3\],26.88
u_cpu.ALU.u_wallace._2610_,26.875
u_cpu.ALU._0596_,26.86
u_cpu.ALU._0947_,26.86
u_cpu.ALU.u_wallace._4864_,26.86
u_cpu.IMEM._0317_,26.86
u_cpu.REG_FILE.rf\[29\]\[16\],26.86
u_cpu.REG_FILE.rf\[6\]\[11\],26.85
u_cpu.REG_FILE.rf\[24\]\[2\],26.84
u_cpu.REG_FILE.rf\[26\]\[16\],26.84
u_cpu.ALU.u_wallace._2814_,26.82
u_cpu.REG_FILE._02888_,26.82
u_cpu.REG_FILE.rf\[8\]\[2\],26.82
u_cpu.REG_FILE.rf\[26\]\[5\],26.8
u_cpu.ALU.u_wallace._3242_,26.78
u_cpu.ALU.u_wallace._3260_,26.78
u_cpu.ALU.u_wallace._4502_,26.78
u_cpu.REG_FILE.rf\[13\]\[18\],26.78
u_cpu.ALU.u_wallace._3376_,26.76
u_cpu.REG_FILE._03217_,26.76
u_cpu.REG_FILE.rf\[9\]\[31\],26.76
u_cpu.ALU._0468_,26.74
u_cpu.ALU.u_wallace._0435_,26.74
u_cpu.ALU.u_wallace._4014_,26.72
u_cpu.REG_FILE.rf\[14\]\[19\],26.7
u_cpu.ALU.u_wallace._2976_,26.68
u_cpu.REG_FILE.rf\[27\]\[30\],26.68
u_cpu.ALU.u_wallace._1161_,26.67
u_cpu.ALU.u_wallace._4294_,26.67
u_cpu.IMEM._0312_,26.665
u_cpu.ALU.u_wallace._0586_,26.66
u_cpu.ALU.u_wallace._2539_,26.66
u_cpu.ALU.u_wallace._2568_,26.66
u_cpu.REG_FILE.rf\[19\]\[1\],26.66
u_cpu.ALU.u_wallace._1900_,26.64
u_cpu.ALU._0990_,26.63
u_cpu.ALU._1031_,26.62
u_cpu.ALU.u_wallace._3986_,26.6
u_cpu.ALU.u_wallace._1310_,26.58
u_cpu.ALU.u_wallace._2265_,26.58
u_cpu.IMEM.a\[26\],26.58
u_cpu.ALU.u_wallace._2728_,26.56
u_cpu.M_AXI_WDATA\[15\],26.56
u_cpu.ALU._0193_,26.54
u_cpu.ALU.u_wallace._0381_,26.54
u_cpu.ALU.u_wallace._1015_,26.54
u_cpu.ALU.u_wallace._4769_,26.54
u_cpu.REG_FILE.rf\[27\]\[18\],26.54
u_cpu.REG_FILE.wd3\[15\],26.54
u_cpu.ALU.u_wallace._2731_,26.52
u_cpu.IMEM._0004_,26.5
u_cpu.REG_FILE._04024_,26.5
u_cpu.ALU.u_wallace._1116_,26.46
u_cpu.ALU.u_wallace._4685_,26.44
u_cpu.ALU.u_wallace._4788_,26.44
u_cpu.ALU._0157_,26.42
u_cpu.ALU.u_wallace._0717_,26.42
u_cpu.REG_FILE.rf\[12\]\[15\],26.42
u_cpu.ALU._0910_,26.4
u_cpu._0478_,26.4
u_cpu.ALU.u_wallace._1799_,26.39
u_cpu.ALU.u_wallace._3220_,26.38
u_cpu.IMEM._0297_,26.36
u_cpu.ALU.u_wallace._4490_,26.34
u_cpu.ALU.u_wallace._0752_,26.32
u_cpu.ALU.u_wallace._2530_,26.32
u_cpu.REG_FILE.rf\[19\]\[6\],26.32
u_cpu.REG_FILE.rf\[30\]\[11\],26.32
u_cpu.ALU.u_wallace._1757_,26.3
u_cpu.counter\[8\],26.3
u_cpu.ALU._0055_,26.285
u_cpu.ALU.u_wallace._3312_,26.28
u_cpu.REG_FILE._02661_,26.28
u_cpu.ALU._0979_,26.27
u_cpu.ALU.u_wallace._2575_,26.26
u_cpu.ALU.u_wallace._3362_,26.26
u_cpu.REG_FILE._03571_,26.26
u_cpu.ALU.u_wallace._3226_,26.24
u_cpu.REG_FILE.rf\[21\]\[19\],26.24
u_cpu._0489_,26.24
u_cpu.ALU._0459_,26.22
u_cpu.ALU.u_wallace._4378_,26.22
u_cpu.ALU.u_wallace._0555_,26.2
u_cpu.ALU.u_wallace._2994_,26.2
u_cpu.ALU._1243_,26.18
u_cpu.REG_FILE._01218_,26.18
u_cpu.ALU.u_wallace._0482_,26.16
u_cpu.ALU.u_wallace._0799_,26.16
u_cpu.ALU.u_wallace._0025_,26.15
u_cpu.REG_FILE.rf\[22\]\[31\],26.14
u_cpu.ALU.u_wallace._0827_,26.12
u_cpu.ALU.u_wallace._2657_,26.12
u_cpu.REG_FILE.rf\[29\]\[29\],26.12
u_cpu.ALU._1174_,26.1
u_cpu.IMEM._0426_,26.1
u_cpu.IMEM._0746_,26.1
u_cpu.REG_FILE.a3\[0\],26.1
u_cpu.REG_FILE.rf\[3\]\[9\],26.1
u_cpu.REG_FILE.rf\[8\]\[15\],26.1
u_cpu._0454_,26.1
u_cpu.ALU._0202_,26.08
u_cpu.ALU.u_wallace._1840_,26.08
u_cpu.ALU.u_wallace._3542_,26.08
u_cpu.REG_FILE.wd3\[4\],26.08
u_cpu.ALU.u_wallace._2805_,26.06
u_cpu.REG_FILE.rf\[16\]\[13\],26.06
u_cpu.ALU.u_wallace._2294_,26.04
u_cpu.ALU.u_wallace._4479_,26.035
u_cpu.ALU.u_wallace._3572_,26.02
u_cpu.REG_FILE.rf\[8\]\[18\],26.02
u_cpu._0636_,26.02
u_cpu.ALU.u_wallace._1404_,26.01
u_cpu.ALU.u_wallace._1592_,26
u_cpu.ALU.u_wallace._1926_,25.98
u_cpu.REG_FILE.rf\[25\]\[3\],25.98
u_cpu.ALU.u_wallace._0366_,25.96
u_cpu.REG_FILE.rf\[0\]\[1\],25.96
u_cpu.ALU.u_wallace._0230_,25.94
u_cpu.ALU.u_wallace._4083_,25.94
u_cpu._0490_,25.94
u_cpu.ALU.u_wallace._0393_,25.92
u_cpu.ALU.u_wallace._1029_,25.91
u_cpu._0328_,25.88
u_cpu.ALU.u_wallace._0766_,25.86
u_cpu.ALU._0375_,25.82
u_cpu.ALU._1176_,25.82
u_cpu.ALU.u_wallace._0040_,25.82
u_cpu.ALU.u_wallace._0243_,25.82
u_cpu.ALU.u_wallace._1512_,25.82
u_cpu.ALU.u_wallace._4305_,25.815
u_cpu.ALU.u_wallace._1246_,25.8
u_cpu.ALU.u_wallace._4012_,25.8
u_cpu.ALU._1268_,25.78
u_cpu.ALU.u_wallace._2635_,25.78
u_cpu.ALU.u_wallace._2983_,25.78
u_cpu.REG_FILE.rf\[14\]\[7\],25.77
u_cpu.ALU.u_wallace._0695_,25.76
u_cpu.IMEM._0533_,25.76
u_cpu.ALU._0035_,25.74
u_cpu.ALU.u_wallace._0035_,25.74
u_cpu.ALU.u_wallace._3250_,25.72
u_cpu.ALU.u_wallace._3401_,25.71
u_cpu.ALU.u_wallace._3081_,25.7
u_cpu.REG_FILE.rf\[2\]\[7\],25.68
u_cpu.ALU._0397_,25.64
u_cpu.ALU.u_wallace._0654_,25.64
u_cpu.ALU.u_wallace._0838_,25.64
u_cpu.ALU.u_wallace._3556_,25.64
u_cpu.IMEM._0442_,25.64
u_cpu.REG_FILE._01717_,25.64
u_cpu.REG_FILE.rf\[12\]\[12\],25.64
u_cpu.ALU.u_wallace._0646_,25.62
u_cpu.ALU.u_wallace._0998_,25.62
u_cpu.REG_FILE.rf\[23\]\[16\],25.62
u_cpu.ALU.u_wallace._1346_,25.61
u_cpu.ALU.u_wallace._1475_,25.61
u_cpu.ALU.u_wallace._0107_,25.605
u_cpu.ALU._0255_,25.6
u_cpu.ALU.u_wallace._4683_,25.6
u_cpu.REG_FILE.rf\[16\]\[22\],25.6
u_cpu._0352_,25.6
u_cpu.ALU._0196_,25.58
u_cpu.ALU.u_wallace._4600_,25.58
u_cpu.REG_FILE.rf\[18\]\[22\],25.58
u_cpu._0441_,25.575
u_cpu.ALU._0932_,25.56
u_cpu.ALU.u_wallace._1769_,25.56
u_cpu.IMEM._0151_,25.56
u_cpu.REG_FILE.rf\[7\]\[7\],25.56
u_cpu.ALU.u_wallace._1488_,25.52
u_cpu.ALU.u_wallace._2244_,25.52
u_cpu.ALU.u_wallace._2823_,25.48
u_cpu.ALU.u_wallace._2939_,25.48
u_cpu.ALU.u_wallace._3457_,25.48
u_cpu.REG_FILE.rf\[13\]\[9\],25.48
u_cpu.REG_FILE.rf\[14\]\[9\],25.48
u_cpu.REG_FILE.rf\[22\]\[1\],25.46
u_cpu.REG_FILE.rf\[8\]\[24\],25.46
u_cpu.ALU._0680_,25.44
u_cpu.ALU.u_wallace._0079_,25.44
u_cpu.ALU.u_wallace._0455_,25.44
u_cpu.ALU.u_wallace._1873_,25.44
u_cpu.ALU.u_wallace._2049_,25.44
u_cpu.ALU.u_wallace._0317_,25.42
u_cpu.ALU.u_wallace._0892_,25.42
u_cpu.ALU._1103_,25.4
u_cpu.ALU.u_wallace._1478_,25.4
u_cpu.ALU.u_wallace._4893_,25.4
u_cpu.REG_FILE._01594_,25.4
u_cpu.REG_FILE.rf\[28\]\[29\],25.4
u_cpu._0442_,25.4
u_cpu.REG_FILE.rf\[26\]\[14\],25.385
u_cpu.ALU.u_wallace._0375_,25.36
u_cpu.ALU.u_wallace._2388_,25.36
u_cpu.ALU.u_wallace._4172_,25.36
u_cpu.IMEM._0705_,25.36
u_cpu.REG_FILE.rf\[26\]\[2\],25.36
u_cpu.REG_FILE.rf\[18\]\[10\],25.34
u_cpu.ALU._0441_,25.32
u_cpu.ALU.u_wallace._1059_,25.32
u_cpu.ALU.u_wallace._1607_,25.32
u_cpu.ALU.u_wallace._4828_,25.32
u_cpu.REG_FILE.rf\[6\]\[13\],25.32
u_cpu.ALU._0190_,25.3
u_cpu.ALU.u_wallace._0142_,25.3
u_cpu._0211_,25.3
u_cpu.ALU._0019_,25.22
u_cpu.ALU.u_wallace._4579_,25.22
u_cpu.ALU.u_wallace._3387_,25.2
u_cpu.ALU.u_wallace._0940_,25.18
u_cpu.ALU.u_wallace._1095_,25.18
u_cpu.REG_FILE._01636_,25.18
u_cpu.ALU.u_wallace._0908_,25.16
u_cpu.ALU.u_wallace._1577_,25.16
u_cpu.ALU.u_wallace._1880_,25.16
u_cpu.ALU.u_wallace._1574_,25.155
u_cpu.REG_FILE.a3\[1\],25.15
u_cpu.REG_FILE._01736_,25.14
u_cpu.REG_FILE._01803_,25.14
u_cpu.REG_FILE.rf\[23\]\[10\],25.14
u_cpu.ALU.u_wallace._0970_,25.13
u_cpu.ALU.u_wallace._3069_,25.12
u_cpu.ALU._1025_,25.1
u_cpu.ALU.u_wallace._3122_,25.1
u_cpu.counter\[13\],25.08
u_cpu.ALU.u_wallace._0253_,25.06
u_cpu.ALU.u_wallace._1374_,25.06
u_cpu.ALU.u_wallace._3356_,25.06
u_cpu.ALU.u_wallace._4143_,25.06
u_cpu.ALU.u_wallace._1993_,25.04
u_cpu.IMEM._0136_,25.04
u_cpu.REG_FILE._02829_,25.04
u_cpu.REG_FILE.rf\[11\]\[6\],25.04
u_cpu.REG_FILE.rf\[17\]\[8\],25.04
u_cpu.REG_FILE.rf\[18\]\[6\],25.02
u_cpu.ALU._0434_,25
u_cpu.ALU._0834_,25
u_cpu.ALU.u_wallace._0180_,24.96
u_cpu.ALU.u_wallace._1218_,24.96
u_cpu.REG_FILE.rf\[25\]\[14\],24.96
u_cpu.ALU.u_wallace._1092_,24.94
u_cpu.ALU.u_wallace._1589_,24.94
u_cpu.REG_FILE._01763_,24.94
u_cpu.REG_FILE.rf\[28\]\[12\],24.94
u_cpu._0420_,24.94
u_cpu.ALU.u_wallace._0501_,24.92
u_cpu.ALU.u_wallace._3465_,24.92
u_cpu.ALU.u_wallace._4686_,24.92
u_cpu.REG_FILE.rf\[21\]\[22\],24.92
u_cpu.ALU.u_wallace._0856_,24.9
u_cpu.ALU.u_wallace._2862_,24.9
u_cpu._0469_,24.9
u_cpu.ALU._0940_,24.88
u_cpu.ALU.u_wallace._3423_,24.88
u_cpu.ALU.u_wallace._3425_,24.87
u_cpu.ALU.u_wallace._1780_,24.86
u_cpu.REG_FILE.rf\[27\]\[2\],24.86
u_cpu.ALU.u_wallace._4549_,24.855
u_cpu.ALU.u_wallace._4222_,24.84
u_cpu.IMEM._0892_,24.84
u_cpu.ALU.u_wallace._3087_,24.83
u_cpu.REG_FILE.rf\[22\]\[24\],24.8
u_cpu.ALU.u_wallace._0039_,24.78
u_cpu.REG_FILE.rf\[22\]\[6\],24.78
u_cpu.ALU.u_wallace._1866_,24.74
u_cpu.ALU.u_wallace._2555_,24.74
u_cpu.ALU.u_wallace._2749_,24.74
u_cpu.ALU.u_wallace._3942_,24.74
u_cpu.ALU.u_wallace._3543_,24.72
u_cpu.M_AXI_WDATA\[30\],24.7
u_cpu.REG_FILE._02163_,24.7
u_cpu.ALU.u_wallace._3055_,24.69
u_cpu.ALU.u_wallace._1086_,24.68
u_cpu.ALU.u_wallace._2342_,24.68
u_cpu.ALU.u_wallace._3503_,24.68
u_cpu.REG_FILE._02690_,24.68
u_cpu.REG_FILE._03651_,24.68
u_cpu.REG_FILE.rf\[20\]\[1\],24.66
u_cpu.ALU.u_wallace._2246_,24.64
u_cpu.ALU.u_wallace._1004_,24.615
u_cpu.REG_FILE._02330_,24.59
u_cpu.ALU.u_wallace._2670_,24.58
u_cpu.ALU._0264_,24.56
u_cpu.ALU.u_wallace._4357_,24.56
u_cpu.IMEM._0087_,24.56
u_cpu.REG_FILE.rf\[31\]\[17\],24.56
u_cpu.REG_FILE.rf\[9\]\[18\],24.56
u_cpu.ALU.u_wallace._0374_,24.54
u_cpu.REG_FILE.rf\[14\]\[29\],24.54
u_cpu.ALU.u_wallace._0617_,24.52
u_cpu.ALU.u_wallace._1490_,24.52
u_cpu.ALU.u_wallace._2329_,24.52
u_cpu.ALU.u_wallace._2925_,24.52
u_cpu.M_AXI_WDATA\[14\],24.52
u_cpu.ALU.u_wallace._0202_,24.495
u_cpu.ALU.u_wallace._0707_,24.48
u_cpu.ALU.u_wallace._2431_,24.48
u_cpu.ALU.u_wallace._2594_,24.48
u_cpu.ALU.u_wallace._4585_,24.48
u_cpu.REG_FILE.rf\[27\]\[11\],24.46
u_cpu.ALU.u_wallace._0521_,24.455
u_cpu._0170_,24.445
u_cpu.ALU.u_wallace._3533_,24.44
u_cpu.ALU._0718_,24.42
u_cpu.ALU.u_wallace._2083_,24.4
u_cpu.REG_FILE.rf\[4\]\[14\],24.4
u_cpu.ALU._0162_,24.39
u_cpu.ALU.u_wallace._0619_,24.38
u_cpu.ALU.u_wallace._0710_,24.38
u_cpu.ALU.u_wallace._3124_,24.38
u_cpu.M_AXI_AWADDR\[22\],24.38
u_cpu.ALU.u_wallace._3970_,24.37
u_cpu.IMEM._0713_,24.36
u_cpu.REG_FILE._01072_,24.36
u_cpu.REG_FILE._02778_,24.36
u_cpu.ALU.u_wallace._3839_,24.34
u_cpu.REG_FILE.rf\[16\]\[10\],24.34
u_cpu.REG_FILE.rf\[6\]\[19\],24.34
u_cpu.ALU.u_wallace._1432_,24.32
u_cpu.ALU.u_wallace._1499_,24.32
u_cpu.REG_FILE.rf\[17\]\[19\],24.32
u_cpu.REG_FILE.rf\[2\]\[30\],24.32
u_cpu.ALU.u_wallace._0495_,24.28
u_cpu.ALU.u_wallace._4265_,24.28
u_cpu.ALU.u_wallace._4694_,24.28
u_cpu._0225_,24.28
u_cpu.IMEM._0853_,24.24
u_cpu.REG_FILE.rf\[20\]\[9\],24.23
u_cpu.ALU.u_wallace._0798_,24.22
u_cpu.ALU.u_wallace._2266_,24.22
u_cpu.REG_FILE.rf\[16\]\[25\],24.22
u_cpu.ALU._0431_,24.2
u_cpu.ALU.u_wallace._2201_,24.2
u_cpu.counter\[16\],24.2
u_cpu.M_AXI_WDATA\[24\],24.19
u_cpu.ALU.u_wallace._4139_,24.18
u_cpu.ALU.u_wallace._0681_,24.16
u_cpu.ALU.u_wallace._1549_,24.14
u_cpu.IMEM._0716_,24.14
u_cpu.REG_FILE._01556_,24.14
u_cpu.REG_FILE.rf\[10\]\[10\],24.14
u_cpu._0430_,24.14
u_cpu.counter\[20\],24.14
u_cpu.ALU._0025_,24.12
u_cpu.ALU.u_wallace._2971_,24.12
u_cpu.REG_FILE._03267_,24.12
u_cpu.ALU.u_wallace._2450_,24.1
u_cpu.REG_FILE._02526_,24.1
u_cpu.REG_FILE.rf\[26\]\[18\],24.1
u_cpu.ALU.u_wallace._0801_,24.08
u_cpu.REG_FILE.rf\[14\]\[26\],24.08
u_cpu._0343_,24.08
u_cpu.ALU.u_wallace._0816_,24.07
u_cpu.ALU.u_wallace._2908_,24.06
